Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Director,canonical_Agency,canonical_Source,canonical_Ounce of Prevention Description,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_Address,canonical_Head Start Fund,canonical_Column,canonical_Program Name,canonical_Program Option,canonical_Zip,canonical_Neighborhood,canonical_CC fund,canonical_Purple binder service type,canonical_Website,canonical_Column2,canonical_Eearly Head Start Fund,canonical_Phone,canonical_IDHS Provider ID,canonical_Site name,canonical_Id,canonical_Progmod,canonical_Executive Director,canonical_Center Director,canonical_Funded Enrollment,canonical_Fax,canonical_NAEYC Program Id,canonical_Length of Day,canonical_Email Address,canonical_Number per Site HS,canonical_Number per Site EHS 
322,0.948187112808,1931,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Chicago Lawn",3001 W. 59th St. ,60629,9251085,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Virginia Carrillo,,,,,,,b'',b'',b'purple_binder_early_childhood.csv',b'',b'laura rios',b'virginia carrillo',b'3001 w 59th st',b'',b'',b'head start',b'chicago lawn',b'60629',b'',b'yes',b'',b'no',b'child care',b'virginia carrillo',b'9251085',b'',b'catholic charities of the archdiocese of chicago - chicago lawn',b'1437',b'no',b'7040ps(hs collaboration with childcare)',b'www.catholiccharities.net',b'catholic charities of the archdiocese of chicago',b'',b'',b'half day/full day',b'',b'',b''
137,0.999473631382,1932,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Grace Mission",5332 S. Western ,60609,4761990,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Francine Johnson,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'laura rios',b'francine johnson',b'5332 s western',b'',b'',b'child care',b'gage park',b'60609',b'gage park',b'yes',b'',b'yes',b'child care',b'francine johnson',b'4761990',b'',b'catholic charities of the archdiocese of chicago - grace mission',b'148',b'no',"b'3416ps(hs collaboration with childcare & prek), 2711ps(child'",b'www.catholiccharities.net',b'catholic charities of the archdiocese of chicago',b'',b'',b'half day/full day',b'',b'',b''
28,0.999997782707,1933,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Lourdes",1449 S. Keeler ,60623,5213126,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Deborah O'Brien,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',"b""deborah o'brien""",b'1449 s keeler',b'',b'',b'child care',b'north lawndale',b'60623',b'north lawndale',b'yes',b'',b'yes',b'',"b""deborah o'brien""",b'5213126',b'',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'32',b'no',"b'2488it(child care it center), 7030ps(hs collaboration with c'",b'www.catholiccharities.net',b'catholic charities of the archdiocese of chicago',b'',b'',b'half day/full day',b'',b'',b''
63,0.999996832439,1934,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago Our Lady of Tepeyac",2414 S. Albany ,60623,2775888,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Petra Gutierrez,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'laura rios',b'petra gutierrez',b'2414 s albany',b'',b'',b'child care',b'south lawndale',b'60623',b'',b'yes',b'',b'yes',b'',b'petra gutierrez',b'2775888',b'',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'1184',b'no',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'www.catholiccharities.net',b'catholic charities of the archdiocese of chicago',b'',b'',b'half day/full day',b'',b'',b''
124,0.999997784694,1935,DFSS_AgencySiteLies_2012.csv,"Catholic Charities of the
Archdiocese of Chicago St. Joseph",4800 S. Paulina ,60609,9272524,,,,,,,"Catholic Charities of the
Archdiocese of Chicago",,,,,,,,,,,www.catholiccharities.net,Laura Rios,Janice  Williams,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'laura rios',b'janice williams',b'4800 s paulina',b'',b'',b'community partnerships',b'new city',b'60609',b'',b'yes',b'',b'yes',b'child care',b'janice williams',b'9272524',b'',b'catholic charities of the archdiocese of chicago - st. joseph',b'1211',b'no',"b'2631sa(school age (sa)), 7041ps(hs collaboration with childc'",b'www.catholiccharities.net',b'catholic charities of the archdiocese of chicago',b'',b'',b'half day/full day',b'',b'',b''
189,0.998782212536,1936,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Altgeld I,941 E. 132nd St. ,60627,4683055,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Gloria Lawson,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'cp',b'gloria lawson',b'941 e 132nd st',b'',b'',b'child care',b'riverdale',b'60627',b'riverdale',b'yes',b'',b'yes',b'child care',b'gloria lawson',b'4683055',b'',b'centers for new horizons - altgeld gardens i',b'1310',b'no',"b'4320it(child care it center), 7044ps(hs collaboration with c'",b'www.cnh.org',b'centers for new horizons',b'',b'',b'half day/full day',b'',b'',b''
109,1.0,1937,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Effie Ellis,4301 S Cottage Grove ,60653,5489839,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Valerie Jones,,,,,,,b'',b'centers for new horizons (partner)',b'cps_early_childhood_portal_scrape.csv',b'grand boulevard community; serves children 0-3',"b'sokoni karanja, pres.'",b'valerie jones',b'4301 s cottage grove',b'',b'',b'child care',b'early head start full day/full year',b'60653',"b'grand boulevard, kenwood, washington park'",b'yes',b'',b'yes',b'',b'valerie jones',b'5489839',b'',b'centers for new horizons - effie ellis',b'124',b'no',"b'8012it(child care it center), 7116ps(hs collaboration with c'",b'www.cnh.org',b'centers for new horizons',b'',b'',b'half day/full day',b'',b'--',b'40'
104,0.952256143093,1938,DFSS_AgencySiteLies_2012.csv,Centers For New Horizons Ida B. Wells at Dawson,3901 S. State ,60609,5367864,,,,,,,Centers For New Horizons,,,,,,,,,,,www.cnh.org,"Sokoni Karanja, Pres.",Carolyn Terry,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'564193',"b'sokoni karanja, pres.'",b'carolyn terry',b'3901 s state',b'',b'',b'',b'grand boulevard',b'60609',b'',b'yes',b'ibwelc@cnh.org',b'no',b'',b'carolyn terry',b'5367864',b'',b'centers for new horizons ida b. wells at dawson',b'1444',b'no',"b'4391it(child care it center), 4390ps(hs collaboration with c'",b'www.cnh.org',b'centers for new horizons',b'',b'',b'',b'01/31/15',b'',b''
258,1.0,1939,DFSS_AgencySiteLies_2012.csv,Chicago Child Care Society Chicago Child Care Society,5467 S University Ave ,60615,6430452,,,,,,,Chicago Child Care Society,,,,,,,,,,,www.cccsociety.org,Pamela Flowers-Thomas,Elizabeth Rogers,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'pamela flowers-thomas',b'elizabeth rogers',b'5467 s university ave',b'',b'',b'',b'hyde park',b'60615',b'',b'no',b'',b'no',b'child care',b'licia palmore',b'6430452',b'',b'chicago child care society chicago child care society',b'1445',b'yes',b'',b'www.cccsociety.org',b'chicago child care society',b'',b'',b'',b'',b'',b''
626,1.0,1940,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association A-Z Mall World",2629 S Lawndale ,60623,77352211561150,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'',b'2629 s lawndale',b'',b'',b'',b'south lawndale',b'60623',b'',b'yes',b'',b'no',b'',b'',b'77352211561150',b'',b'chicago commons association a-z mall world',b'1446',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
627,1.0,1941,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Betty's Daycare Academy",5725 W Chicago Ave ,60651,2611433,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Betty Hughes,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'betty hughes',b'5725 w chicago ave',b'',b'',b'',b'austin',b'60651',b'',b'yes',b'',b'no',b'',b'',b'2611433',b'',"b""chicago commons association betty's daycare academy""",b'1447',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
203,0.999750387669,1942,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Chicago Urban Daycare",1248 W 69th St ,60636,4833555,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Rene Jordan,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'dan valliere',b'rene jordan',b'1248 w 69th st',b'',b'',b'community partnerships',b'west englewood',b'60636',b'west englewood',b'yes',b'',b'no',b'child care',b'',b'4833555',b'3398-4665-5433-003',b'chicago urban day school',b'1448',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'(773) 483-0150',b'',"b'8-11 hours, varies by facility'",b'',b'',b''
628,1.0,1943,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Children's World",3356 S. Ashland ,60609,5230100,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paula Montilla,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'paula montilla',b'3356 s ashland',b'',b'',b'',b'mckinley park',b'60609',b'',b'yes',b'',b'no',b'',b'',b'5230100',b'',"b""chicago commons association children's world""",b'1449',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
629,1.0,1944,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Computer Preschool Academy",1400 W Garfield Blvd ,60609,6275000,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paris Woody,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'paris woody',b'1400 w garfield blvd',b'',b'',b'',b'new city',b'60609',b'',b'yes',b'',b'no',b'',b'',b'6275000',b'',b'chicago commons association computer preschool academy',b'1450',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
630,1.0,1945,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Diversey Day Care","3007 W Diversey, Chicago ",60647,3427777,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sharon Holiday,,,,,,,,,b'',b'chicago commons association',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'3007 w diversey',b'',b'',b'',b'logan square',b'60647',b'',b'yes',b'',b'no',b'',b'alberta varda',b'3427777',b'',b'chicago commons association diversey day care',b'1451',b'no',b'dan valliere',b'sharon holiday',b'chicago commons association',b'',b'',b'',b'',b'',b''
632,1.0,1946,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Eyes on the Future",6969 N. Ravenswood ,60626,9730771,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Azieb  Gebrehiiwet,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'azieb gebrehiiwet',b'6969 n ravenswood',b'',b'',b'',b'rogers park',b'60626',b'',b'yes',b'',b'no',b'',b'azieb gebrehiiwet',b'9730771',b'',b'chicago commons association eyes on the future',b'1452',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
51,0.999998877446,1947,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Guadalupano Family Center",1814 S. Paulina ,60639,6663883,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Esmeralda Arroyo,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'dan valliere',b'esmeralda arroyo',b'1814 s paulina',b'',b'',b'state pre-kindergarten',b'lower west side',b'60608',b'lower west side',b'yes',b'',b'yes',b'child care',b'migdalia young',b'6663883',b'',b'chicago commons association - guadalupano family center',b'53',b'no',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'half day/full day',b'',b'',b''
633,1.0,1948,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Joyful Noise Day Care",4843 W North Ave ,60639,2525990,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Maria Gonzalez,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'maria gonzalez',b'4843 w north ave',b'',b'',b'',b'austin',b'60639',b'',b'yes',b'',b'no',b'',b'mary gonzalez',b'2525990',b'',b'chicago commons association joyful noise day care',b'1454',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
634,1.0,1949,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sandra McPherson,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'sandra mcpherson',b'4235 s kedzie ave',b'',b'',b'',b'brighton park',b'60632',b'',b'yes',b'',b'no',b'',b'angeles nunez',b'3928199',b'',b'chicago commons association kiddie garden little angels',b'1456',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
635,1.0,1950,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kimball Day Care",1636 N Kimball Ave ,60647,2357200,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Alberta Varda,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'alberta varda',b'1636 n kimball ave',b'',b'',b'',b'humboldt park',b'60647',b'',b'yes',b'',b'no',b'',b'alberta varda',b'2357200',b'',b'chicago commons association kimball day care',b'1457',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
636,1.0,1951,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Little People's Day Care",7428 N Rogers Ave ,60626,7612305,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reyna Nava,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'reyna nava',b'7428 n rogers ave',b'',b'',b'',b'rogers park',b'60626',b'',b'yes',b'',b'no',b'child care',b'marlene bansa',b'7612305',b'',"b""chicago commons association little people's day care""",b'1458',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
637,1.0,1952,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Los Pequenos Angelitos",3711 W 55th St ,60632,7355827,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angeles Nunez,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'angeles nunez',b'3711 w 55th st',b'',b'',b'',b'west elsdon',b'60632',b'',b'yes',b'',b'no',b'',b'angeles nunez',b'2237292',b'',b'chicago commons association los pequenos angelitos',b'1459',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
638,1.0,1953,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association My Precious Little Angels",7012 W North Ave ,60707,6371708,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Doris Gadberry,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'doris gadberry',b'7012 w north ave',b'',b'',b'',b'austin',b'60707',b'',b'yes',b'',b'no',b'',b'doris gadberry',b'6371708',b'',b'chicago commons association my precious little angels',b'1460',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
168,0.999999970198,1954,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Nia Family Center",744 N. Monticello ,60612,7220115,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Erica Barbara,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'erica barbara',b'744 n monticello',b'',b'',b'',b'humboldt park',b'60612',b'',b'yes',b'',b'yes',b'child care',b'sharon gibson',b'7220115',b'',b'chicago commons association nia family center',b'1461',b'no',"b'2633it(child care it center), 3404ps(hs collaboration with c'",b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
639,1.0,1955,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Panda Montessori",6921 N. Ridge ,60645,3386755,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Angela Perry,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'dan valliere',b'angela perry',b'6921 n. ridge',b'',b'',b'',b'rogers park',b'60645',b'rogers park',b'yes',b'',b'no',b'',b'angela perry',b'3386755',b'',b'chicago commons association panda montessori',b'1462',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
39,0.999998467309,1956,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Paulo Freire",1653 W. 43rd St ,60609,8266260,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Nilda Vargas,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'dan valliere',b'nilda vargas',b'1653 w 43rd st',b'',b'',b'child care',b'new city',b'60609',b'new city',b'yes',b'',b'yes',b'',b'jenny seacat',b'8262669',b'',b'chicago commons association - paulo freire',b'42',b'no',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'half day/full day',b'',b'',b''
640,1.0,1957,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Rainbow Daycare",3250 W Irving Park Rd ,60618,4788182,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,James Limson,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'james limson',b'3250 w irving park rd',b'',b'',b'',b'irving park',b'60618',b'',b'yes',b'',b'no',b'',b'james limson',b'4788182',b'',b'chicago commons association rainbow daycare',b'1464',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
1283,,1958,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association St Catherine's - St. Lucy School",27 Washington Oak Park IL 60302,,3865286,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sister Marion Cypser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.999996456835,1959,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Taylor Center for New
Experiences",1633 N. Hamlin ,60647,2278551,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Vanessa Powell,,,,,,,b'',b'',b'cps_early_childhood_portal_scrape.csv',b'283654',b'dan valliere',b'vanessa powell',b'1633 n hamlin',b'',b'',b'head start',b'humboldt park',b'60647',b'humboldt park',b'yes',b'powellv@chicagocommons.org',b'yes',b'child care',b'nilda vargas',b'2278551',b'',b'chicago commons association - taylor center for new experiences',b'40',b'no',"b'2629it(child care it center), 3401ps(hs collaboration with c'",b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'extended day',b'08/31/14',b'',b''
641,1.0,1960,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Tots Express Learning Center",1705 E 87th St ,60617,7218687,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Clara Cureton,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'clara cureton',b'1705 e 87th st',b'',b'',b'',b'calumet heights',b'60617',b'',b'yes',b'',b'no',b'',b'clara cureton',b'7218687',b'',b'chicago commons association tots express learning center',b'1466',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
642,1.0,1961,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association V & J Day Care Center",1 E 113th St ,60628,7853940,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Reaver Barlow-Bell,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'dan valliere',b'reaver barlow-bell',b'1 e 113thk st',b'',b'',b'',b'roseland',b'60628',b'',b'yes',b'',b'no',b'',b'reaver barlow-bell',b'7854393',b'',b'chicago commons association v & j day care center',b'1467',b'no',b'',b'www.chicagocommons.org',b'chicago commons association',b'',b'',b'',b'',b'',b''
643,1.0,1962,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Aldridge, Ira F.",630 E. 131st St. ,60827,5355614,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Vincent Payne,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'paula cottone',b'mr. vincent payne',b'630 e 131st st',b'',b'',b'',b'riverdale',b'60827',b'',b'yes',b'',b'no',b'',b'mr. vincent payne',b'5355614',b'',"b'chicago public schools aldridge, ira f.'",b'1468',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
644,1.0,1963,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Altgeld, John P.",7007 S. Loomis ,60636,5353250,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Gloria Davis,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'paula cottone',b'gloria davis',b'7007 s. loomis',b'',b'',b'',b'west englewood',b'60636',b'west englewood',b'yes',b'',b'no',b'',b'mrs. vera williams-willis',b'5353250',b'',"b'chicago public schools altgeld, john p.'",b'1469',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
645,1.0,1964,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Azuela, Mariano",4707 W. Marquette ,60629,5357395,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Carmen Navarro,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'paula cottone',b'carmen navarro',b'4707 w marquette',b'',b'',b'',b'west lawn',b'60629',b'',b'yes',b'',b'no',b'',b'carmen navarro',b'5357395',b'',"b'chicago public schools azuela, mariano'",b'1470',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
377,1.0,1965,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Barton, Clara",7650 S. Wolcott Ave ,60620,5353260,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Frank Gettridge,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'paula cottone',b'mr. frank gettridge',b'7650 s. wolcott ave',b'',b'',b'',b'auburn gresham',b'60620',b'auburn gresham',b'yes',b'',b'no',b'',b'mr. terrence carter',b'5353260',b'',"b'chicago public schools barton, clara'",b'1471',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
646,1.0,1966,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beethoven, Ludwig V.",25 W. 47th St. ,60609,5351480,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Dyrice Garner,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'paula cottone',b'ms. dyrice garner',b'25 w 47th st',b'',b'',b'',b'grand boulevard',b'60609',b'',b'yes',b'',b'no',b'',b'ms. dyrice garner',b'5351480',b'',"b'chicago public schools beethoven, ludwig v.'",b'1472',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
326,1.0,1967,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Beidler, Jacob",3151 W. Walnut ,60612,5346811,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr Charles Anderson,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'paula cottone',b'mr charles anderson',b'3151 w walnut',b'',b'',b'',b'east garfield park',b'60612',b'',b'yes',b'',b'no',b'',b'ms. shirley ewings',b'5346811',b'',"b'chicago public schools beidler, jacob'",b'1473',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
647,1.0,1968,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bethune, Mary McLeod",3033  W. Arthington ,60612,5346890,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Zipporah Hightower,,,,,,,b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'paula cottone',b'ms. zipporah hightower',b'3033 w arthington',b'',b'',b'',b'east garfield park',b'60612',b'',b'yes',b'',b'no',b'',b'ms. zipporah hightower',b'5346890',b'',"b'chicago public schools bethune, mary mcleod'",b'1474',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
649,1.0,1969,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bond, Carrie Jacobs","7050 S. May, Chicago ",60621,5353480,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Valesta Cobbs,,,,,,,,,b'',b'chicago public schools',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'7050 s may',b'',b'',b'',b'englewood',b'60621',b'',b'yes',b'',b'no',b'',b'mr. alfonso carington',b'5353480',b'',"b'chicago public schools bond, carrie jacobs'",b'1475',b'no',b'paula cottone',b'ms. valesta cobbs',b'chicago public schools',b'',b'',b'',b'',b'',b''
379,1.0,1970,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Bradwell, Myra",7736 S. Burnham ,60649,5356600,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Bennette/Kimberly Henderson,,,,,,,b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'paula cottone',b'bennette/kimberly henderson',b'7736 s. burnham',b'',b'',b'',b'south shore',b'60649',b'south shore',b'yes',b'',b'no',b'',b'mr. justin moore',b'5356600',b'',"b'chicago public schools bradwell, myra'",b'1476',b'no',b'',b'www.cps.edu',b'chicago public schools',b'',b'',b'',b'',b'',b''
